EthiopianMonth,EthMonNum,EthYear,RegionName,ZoneName,WoredaName,DeliveredPrivateClinics,DeliveredPublicClinics,DeliveredOther,DeliveredTotal
Megabit,7th,2010,Oromia,Bale,Dawe Qachen,85,66,2,153
Sene,10th,2011,Oromia,East Hararge,Jarso,73,83,37,193
Yekatit,6th,2009,Oromia,North Shewa,Yaya Gulele,98,82,46,226
Miyazia,8th,2010,Oromia,West Wellega,Gimbi,78,51,69,198
Yekatit,6th,2011,Oromia,East Shewa,Gimbichu,99,64,84,247
Miyazia,8th,2011,Oromia,Buno Bedele,Bedele Hospital,13,6,67,86
Hamle,11th,2009,Oromia,Jimma,Kersa,82,85,70,237
Sene,10th,2009,Oromia,East Wellega,Sasiga,71,54,5,130
Megabit,7th,2011,Oromia,Bale,Seweyna,53,35,57,145
Tahesas,4th,2011,Oromia,Jimma,Omonada,61,33,98,192
Tir,5th,2010,Oromia,South West Shewa,Dawo,41,80,97,218
Tir,5th,2011,Oromia,West Wellega,Homa,74,45,13,132
Teqemt,2nd,2010,Oromia,Borena,Moyale Hospital,69,15,14,98
Yekatit,6th,2009,Oromia,West Shewa,Elifata,69,7,15,91
Hamle,11th,2009,Oromia,Bale,Gololcha,49,66,44,159
Hamle,11th,2010,Oromia,South West Shewa,Bantu  Hospital,74,98,53,225
Megabit,7th,2009,Oromia,West Guji,Mkelka Soda,85,69,34,188
Tahesas,4th,2010,Oromia,East Hararge,Aweday Town,67,16,42,125
Meskerem,1st,2010,Oromia,Jimma,Mancho,53,19,69,141
Hamle,11th,2009,Oromia,East Shewa,Matahara,3,43,15,61
Yekatit,6th,2009,Oromia,Finfine Zuria,Holeta,84,4,37,125
Tahesas,4th,2010,Oromia,West Arsi,Arsi Negele Town,75,3,87,165
Teqemt,2nd,2011,Oromia,East Shewa,Boset,68,34,27,129
Megabit,7th,2009,Oromia,West Guji,Bule Hora,8,2,69,79
Miyazia,8th,2009,Oromia,South West Shewa,Becho,16,27,51,94
Hedar,3rd,2011,Oromia,West Guji,Suro Barguda,21,10,4,35
Tahesas,4th,2011,Oromia,West Shewa,Jeldu,48,10,21,79
Megabit,7th,2010,Oromia,West Shewa,Ilu Galan,94,18,6,118
Meskerem,1st,2011,Oromia,Guji,Gumi Eldallo,41,23,56,120
Yekatit,6th,2010,Oromia,Qeleme Wellega,Sedan Chanka,3,83,10,96
Ginbot,9th,2011,Oromia,West Wellega,Lata Sibu,30,75,12,117
Ginbot,9th,2010,Oromia,West Wellega,Begi,27,75,78,180
Tahesas,4th,2010,Oromia,East Hararge,Kurfa Chele,80,42,12,134
Tahesas,4th,2011,Oromia,Arsi,Ludehetosa,88,97,36,221
Megabit,7th,2010,Oromia,Robe Town,Robe Town,47,85,87,219
Megabit,7th,2010,Oromia,Arsi,Shirka,74,93,84,251
Megabit,7th,2010,Oromia,Jimma,B/Tolyi,56,93,5,154
Tahesas,4th,2011,Oromia,West Shewa,Jeldu,20,0,23,43
Tir,5th,2011,Oromia,Bale,Goba,92,77,46,215
Meskerem,1st,2011,Oromia,Borena,Arero,78,76,55,209
Tahesas,4th,2011,Oromia,Arsi,Shirka,53,29,38,120
Meskerem,1st,2010,Oromia,Bishoftu Town,Bishoftu Town,46,64,76,186
Teqemt,2nd,2010,Oromia,West Hararge,Gelemso Hospital,38,33,45,116
Ginbot,9th,2011,Oromia,West Arsi,Shashemene Rural,99,12,84,195
Sene,10th,2009,Oromia,Arsi,Sude,94,24,60,178
Hamle,11th,2009,Oromia,Jimma,Mancho,59,65,6,130
Tir,5th,2009,Oromia,West Guji,Gelana,52,48,29,129
Megabit,7th,2010,Oromia,Bale,Gololcha,12,25,12,49
Hamle,11th,2009,Oromia,West Arsi,Dodola Town,59,27,62,148
Miyazia,8th,2011,Oromia,South West Shewa,Ameya,54,61,93,208
Teqemt,2nd,2011,Oromia,Jimma,Nono Benja,66,51,35,152
Meskerem,1st,2011,Oromia,West Wellega,Nejo Rural,56,97,51,204
Miyazia,8th,2009,Oromia,West Hararge,Gelemso Hospital,8,5,26,39
Meskerem,1st,2011,Oromia,East Shewa,Boset,7,58,11,76
Hamle,11th,2010,Oromia,Ilu Aba Bora,Algesachi,57,56,31,144
Megabit,7th,2011,Oromia,North Shewa,Wuchale,69,48,50,167
Tir,5th,2009,Oromia,East Hararge,Jarso,53,34,59,146
Megabit,7th,2010,Oromia,South West Shewa,St.Luke Hospital,75,6,24,105
Megabit,7th,2010,Oromia,Shashamane Town,Shashamane Town,74,50,52,176
Sene,10th,2009,Oromia,Buno Bedele,Boricha,70,44,96,210
Tir,5th,2011,Oromia,Bale,Goro,83,10,91,184
Tir,5th,2011,Oromia,Qeleme Wellega,Gidami,88,41,49,178
Miyazia,8th,2010,Oromia,West Hararge,West Harerge	Gumbi Bordede,55,43,52,150
Miyazia,8th,2009,Oromia,Ilu Aba Bora,Yayu,68,10,84,162
Sene,10th,2010,Oromia,Horo Gudru Wellega,Jima Geneti,26,80,44,150
Meskerem,1st,2011,Oromia,West Shewa,Bako Tibe,35,27,35,97
Miyazia,8th,2010,Oromia,East Wellega,Jimma Arjo,68,26,74,168
Tir,5th,2009,Oromia,West Guji,Hanbala,71,75,16,162
Miyazia,8th,2009,Oromia,North Shewa,Abichugna,89,29,90,208
Hamle,11th,2009,Oromia,Sululta Town,Sululta Town,76,37,48,161
Tir,5th,2011,Oromia,West Shewa,Bako Tibe,6,40,32,78
Miyazia,8th,2010,Oromia,West Hararge,Habro,43,91,42,176
Sene,10th,2010,Oromia,East Hararge,Kombolicha,90,90,59,239
Tir,5th,2009,Oromia,Borena,Teltele,93,53,77,223
Yekatit,6th,2009,Oromia,West Hararge,Habro,41,21,48,110
Hedar,3rd,2010,Oromia,East Hararge,Jarso,12,38,27,77
Yekatit,6th,2009,Oromia,Jimma,Sigmo,99,64,85,248
Meskerem,1st,2010,Oromia,Bale,Gololcha,38,49,85,172
Tahesas,4th,2011,Oromia,West Hararge,Gelemso Hospital,64,14,59,137
Sene,10th,2010,Oromia,West Wellega,Ayira,14,78,51,143
Nehase,12th,2010,Oromia,Arsi,Merti,26,20,84,130
Meskerem,1st,2011,Oromia,East Hararge,Kumbi,3,32,40,75
Tir,5th,2011,Oromia,Guji,Liben,39,29,20,88
Miyazia,8th,2010,Oromia,Horo Gudru Wellega,Jima Geneti,45,71,52,168
Sene,10th,2010,Oromia,East Hararge,Midega Tole,90,89,28,207
Hamle,11th,2009,Oromia,Jimma,B/Tolyi,47,12,34,93
Miyazia,8th,2011,Oromia,Arsi,Sude,5,2,14,21
Tir,5th,2010,Oromia,North Shewa,Aleiltu,68,14,77,159
Tir,5th,2009,Oromia,Ilu Aba Bora,Didu,97,54,88,239
Hamle,11th,2009,Oromia,Jimma,Kersa,1,18,93,112
Miyazia,8th,2011,Oromia,Qeleme Wellega,Gidami Hosp,87,50,85,222
Tir,5th,2009,Oromia,East Shewa,Adami Tulu Jido Kombolcha,83,21,23,127
Ginbot,9th,2011,Oromia,Guji,Uraga,66,82,85,233
Teqemt,2nd,2011,Oromia,Jimma,Setema,53,84,45,182
Hamle,11th,2010,Oromia,West Wellega,Seyo Nole,10,29,79,118
Hedar,3rd,2010,Oromia,Buno Bedele,Dapho Hana,44,39,39,122
Nehase,12th,2010,Oromia,Burayu Town,Burayu Town,45,49,80,174
Hamle,11th,2009,Oromia,Finfine Zuria,Berreh,64,12,37,113
Tahesas,4th,2010,Oromia,West Guji,Mkelka Soda,32,25,53,110
Meskerem,1st,2010,Oromia,West Arsi,Wondo,15,62,50,127
Megabit,7th,2010,Oromia,West Guji,Bule Hora,86,2,64,152
Hamle,11th,2009,Oromia,Ilu Aba Bora,Algesachi,86,54,48,188
Tahesas,4th,2010,Oromia,Buno Bedele,Diga,89,86,34,209
Tahesas,4th,2010,Oromia,Qeleme Wellega,Jimma Horo,39,36,68,143
Miyazia,8th,2009,Oromia,West Arsi,Kore,52,4,18,74
Ginbot,9th,2009,Oromia,West Shewa,Dano,78,77,85,240
Miyazia,8th,2010,Oromia,Jimma,B/Tolyi,32,30,99,161
Miyazia,8th,2010,Oromia,Guji,Wadara,20,11,46,77
Nehase,12th,2009,Oromia,Arsi,Zeway Dugda,97,61,84,242
Megabit,7th,2010,Oromia,North Shewa,Kuyu,74,20,78,172
Miyazia,8th,2010,Oromia,East Wellega,Wayu Tuqa,8,89,8,105
Nehase,12th,2009,Oromia,West Wellega,Boji Dermeji,45,7,9,61
Tahesas,4th,2011,Oromia,West Arsi,Arsi Negele Rural,52,76,53,181
Ginbot,9th,2009,Oromia,North Shewa,Degem,58,16,53,127
Yekatit,6th,2009,Oromia,East Hararge,Bisidimo Hospital,0,52,85,137
Sene,10th,2009,Oromia,West Guji,Kercha Hospital,65,52,22,139
Tir,5th,2010,Oromia,East Wellega,Boneya Bushe,50,74,96,220
Ginbot,9th,2009,Oromia,Borena,Dubluk,22,78,23,123
Ginbot,9th,2010,Oromia,West Wellega,Babo Gembel,13,85,49,147
Nehase,12th,2009,Oromia,East Wellega,Diga,49,70,98,217
Teqemt,2nd,2011,Oromia,East Hararge,Deder,39,18,78,135
Tir,5th,2009,Oromia,West Shewa,Gedo Hospital,99,82,46,227
Ginbot,9th,2010,Oromia,West Hararge,Doba,68,27,42,137
Hamle,11th,2009,Oromia,Bale,Ginir Town,10,80,56,146
Ginbot,9th,2011,Oromia,Borena,Dhas,86,33,3,122
Miyazia,8th,2009,Oromia,West Wellega,Yubdo,16,55,48,119
Tir,5th,2010,Oromia,East Wellega,Gida Ayana,32,88,76,196
Hedar,3rd,2011,Oromia,Shashamane Town,Shashamane Town,46,78,96,220
Tahesas,4th,2011,Oromia,West Arsi,Gedeb Asasa,43,35,85,163
Nehase,12th,2009,Oromia,Sululta Town,Sululta Town,42,57,84,183
Megabit,7th,2010,Oromia,East Hararge,Babile,24,90,72,186
Tir,5th,2011,Oromia,East Shewa,Matahara,34,4,76,114
Tahesas,4th,2010,Oromia,North Shewa,Hidabu Abote,54,48,89,191
Tahesas,4th,2011,Oromia,North Shewa,Kuyu,91,54,62,207
Tir,5th,2009,Oromia,Buno Bedele,Meko,29,26,38,93
Nehase,12th,2009,Oromia,East Hararge,Goro Gutu,47,87,50,184
Tir,5th,2009,Oromia,South West Shewa,Goro,9,50,58,117
Miyazia,8th,2011,Oromia,Arsi,Guna,34,70,48,152
Hedar,3rd,2011,Oromia,West Hararge,Gelemso Hospital,52,89,46,187
Tir,5th,2010,Oromia,Guji,Negele Hospital,20,59,31,110
Hamle,11th,2010,Oromia,Guji,Anna Sora,82,50,42,174
Hedar,3rd,2011,Oromia,Jimma,Mana,67,33,59,159
Yekatit,6th,2011,Oromia,West Hararge,Chiro Town,16,74,76,166
Yekatit,6th,2010,Oromia,Jimma,Mana,41,25,50,116
Miyazia,8th,2010,Oromia,West Arsi,Arsi Negele Town,15,50,24,89
Hedar,3rd,2011,Oromia,Borena,Yabelo,8,3,43,54
Yekatit,6th,2011,Oromia,West Wellega,Ayira Hospital,32,54,72,158
Tahesas,4th,2010,Oromia,Buno Bedele,Chora,86,77,29,192
Sene,10th,2009,Oromia,Bale,Gasera,65,37,10,112
Teqemt,2nd,2011,Oromia,Ilu Aba Bora,Nono Sele,65,49,92,206
Hamle,11th,2010,Oromia,West Hararge,Anchar,99,50,6,155
Miyazia,8th,2010,Oromia,Buno Bedele,Dedesa,71,38,76,185
Meskerem,1st,2011,Oromia,Jimma,Omonada,42,48,18,108
Megabit,7th,2009,Oromia,Jimma,B/Tolyi,31,39,37,107
Yekatit,6th,2009,Oromia,Jimma,Sekoru,37,46,23,106
Teqemt,2nd,2011,Oromia,West Shewa,Jeldu,43,70,96,209
Ginbot,9th,2011,Oromia,West Shewa,Guder Hosp,71,3,26,100
Sene,10th,2009,Oromia,Guji,Adola Hospital,23,34,7,64
Tir,5th,2011,Oromia,Borena,Arero,69,44,73,186
Sene,10th,2009,Oromia,Jimma,Limu Kosa,13,84,79,176
Hedar,3rd,2011,Oromia,Bishoftu Town,Bishoftu Town,58,65,98,221
Tir,5th,2011,Oromia,Buno Bedele,Gechi,1,54,61,116
Tahesas,4th,2010,Oromia,West Shewa,Chelia,47,44,31,122
Yekatit,6th,2009,Oromia,Guji,Hambela Wamena,75,58,48,181
Ginbot,9th,2011,Oromia,West Wellega,Seyo Nole,29,80,34,143
Nehase,12th,2010,Oromia,East Hararge,Meyu Muleke,1,95,0,96
Hamle,11th,2009,Oromia,Arsi,Gololcha,71,47,53,171
Sene,10th,2011,Oromia,Horo Gudru Wellega,Jarte Jardga,42,75,99,216
Ginbot,9th,2010,Oromia,South West Shewa,Wonchi,79,84,9,172
Meskerem,1st,2011,Oromia,Horo Gudru Wellega,Horro Buluk,99,75,71,245
Tahesas,4th,2010,Oromia,West Hararge,Mesela,90,48,2,140
Megabit,7th,2010,Oromia,East Wellega,Sasiga,67,4,40,111
Hamle,11th,2010,Oromia,Adama Special Town,Adama Town,67,42,46,155
Tahesas,4th,2011,Oromia,Borena,Moyale,27,16,82,125
Miyazia,8th,2010,Oromia,Jimma,Mana,2,34,46,82
Nehase,12th,2010,Oromia,Ilu Aba Bora,Doreni,30,50,76,156
Megabit,7th,2011,Oromia,East Hararge,Deder Hospital,55,73,55,183
Ginbot,9th,2011,Oromia,Arsi,Enkelo Wabe,50,54,16,120
Megabit,7th,2009,Oromia,West Shewa,Jeldu,40,26,45,111
Megabit,7th,2010,Oromia,West Arsi,Siraro,95,11,90,196
Hamle,11th,2009,Oromia,Ilu Aba Bora,Halu,90,7,17,114
Miyazia,8th,2010,Oromia,West Shewa,Dano,58,80,27,165
Ginbot,9th,2010,Oromia,West Wellega,Genji,34,19,4,57
Nehase,12th,2009,Oromia,Jimma,Sekoru,36,29,93,158
Tir,5th,2010,Oromia,West Hararge,West Harerge	Gumbi Bordede,7,22,74,103
Miyazia,8th,2009,Oromia,West Hararge,Burka Dimtu,44,98,8,150
Meskerem,1st,2011,Oromia,West Shewa,Jeldu,30,22,89,141
Tir,5th,2011,Oromia,East Hararge,Haromaya Hospital,81,69,29,179
Yekatit,6th,2010,Oromia,West Arsi,Gedeb Asasa,93,66,43,202
Hamle,11th,2010,Oromia,West Hararge,Doba,7,47,54,108
Ginbot,9th,2010,Oromia,Horo Gudru Wellega,Horo,22,61,22,105
Tahesas,4th,2010,Oromia,East Shewa,Fentale,31,6,74,111
Sene,10th,2011,Oromia,Arsi,Deksis,65,24,88,177
Yekatit,6th,2009,Oromia,Guji,Adola Reda,85,89,9,183
Hamle,11th,2009,Oromia,West Guji,Bule Hora,61,31,46,138
Meskerem,1st,2010,Oromia,West Wellega,Qiltu Kara,56,41,49,146
Nehase,12th,2010,Oromia,Ilu Aba Bora,Hurumu,54,52,57,163
Sene,10th,2010,Oromia,Ilu Aba Bora,Yayu,35,94,27,156
Meskerem,1st,2010,Oromia,Borena,Moyale Hospital,34,75,91,200
Hamle,11th,2010,Oromia,Arsi,Jeju,54,18,91,163
Tahesas,4th,2011,Oromia,West Shewa,Inchini Hospital,43,7,36,86
Hedar,3rd,2010,Oromia,East Wellega,Haro Limu,58,31,10,99
Yekatit,6th,2010,Oromia,Arsi,Tena,40,7,34,81
Meskerem,1st,2010,Oromia,East Shewa,Boset,26,78,17,121
Ginbot,9th,2009,Oromia,West Guji,Dugda Dawa,38,9,29,76
Hedar,3rd,2011,Oromia,West Shewa,Midakegni,71,84,52,207
Ginbot,9th,2010,Oromia,West Arsi,Adaba,92,13,72,177
Sene,10th,2010,Oromia,West Arsi,Nensebo,62,12,99,173
Sene,10th,2009,Oromia,West Shewa,Metarobi,80,81,56,217
Sene,10th,2010,Oromia,Qeleme Wellega,Sedan Chanka,15,78,95,188
Nehase,12th,2009,Oromia,North Shewa,Aleiltu,21,95,49,165
Tir,5th,2010,Oromia,East Hararge,Bisidimo Hospital,27,60,24,111
Sene,10th,2010,Oromia,Jimma Spe Town,Jimma Spe Town,62,75,36,173
Meskerem,1st,2010,Oromia,Guji,Negele Hospital,20,71,15,106
Ginbot,9th,2011,Oromia,Adama Special Town,Adama Town,97,88,47,232
Nehase,12th,2010,Oromia,East Wellega,Haro Limu,48,90,0,138
Hedar,3rd,2010,Oromia,West Arsi,Kofele,29,63,24,116
Hedar,3rd,2011,Oromia,South West Shewa,Tulu Bolo Hospital,95,70,5,170
Meskerem,1st,2011,Oromia,West Shewa,Inchini Hospital,12,67,74,153
Miyazia,8th,2011,Oromia,West Shewa,Guder Hosp,43,89,71,203
Miyazia,8th,2010,Oromia,North Shewa,Girar Jarso,5,39,87,131
Hedar,3rd,2010,Oromia,Arsi,Sire,64,21,55,140
Sene,10th,2009,Oromia,Arsi,Tena,30,27,90,147
Ginbot,9th,2011,Oromia,Buno Bedele,Bedele Zuriya,89,78,92,259
Tahesas,4th,2011,Oromia,West Wellega,Nejo Town,55,45,60,160
Teqemt,2nd,2010,Oromia,Bale,Arena Buluq,47,65,74,186
Ginbot,9th,2009,Oromia,South West Shewa,Ameya,73,92,36,201
Tahesas,4th,2011,Oromia,West Wellega,Guliso,5,59,83,147
Hamle,11th,2010,Oromia,Borena,Meyo,31,8,15,54
Sene,10th,2011,Oromia,Qeleme Wellega,Hawa Gelan,96,54,85,235
Teqemt,2nd,2011,Oromia,Jimma,Sigmo,16,70,98,184
Teqemt,2nd,2011,Oromia,Arsi,Tiyo,64,83,30,177
Megabit,7th,2011,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,64,39,53,156
Yekatit,6th,2010,Oromia,South West Shewa,Ilu,67,97,23,187
Hamle,11th,2009,Oromia,Ilu Aba Bora,Nono Sele,83,1,59,143
Tahesas,4th,2010,Oromia,Jimma,Omonada,21,11,94,126
Meskerem,1st,2011,Oromia,East Shewa,Adea,33,90,2,125
Ginbot,9th,2010,Oromia,Borena,Moyale Hospital,97,46,52,195
Miyazia,8th,2010,Oromia,West Shewa,Elifata,13,4,48,65
Tahesas,4th,2011,Oromia,Jimma,Kersa,94,98,27,219
Sene,10th,2009,Oromia,West Wellega,Ayira Hospital,78,74,5,157
Yekatit,6th,2010,Oromia,West Wellega,Nejo Hospital,18,98,35,151
Nehase,12th,2009,Oromia,East Wellega,Kiremu,97,37,66,200
Megabit,7th,2011,Oromia,West Shewa,Metarobi,32,23,92,147
Tahesas,4th,2010,Oromia,West Wellega,Begi Hospital,70,76,56,202
Yekatit,6th,2010,Oromia,Guji,Goro Dola,93,40,12,145
Hedar,3rd,2010,Oromia,East Wellega,Nunu Qumba,98,18,54,170
Sene,10th,2009,Oromia,Jimma,Sigmo,5,9,0,14
Nehase,12th,2009,Oromia,East Hararge,Goro Gutu,18,72,74,164
Ginbot,9th,2010,Oromia,South West Shewa,Ameya,24,16,82,122
Nehase,12th,2009,Oromia,Guji,Gumi Eldallo,99,99,2,200
Hamle,11th,2010,Oromia,West Wellega,Genji,64,49,58,171
Tahesas,4th,2011,Oromia,Bale,Dinsho,70,18,35,123
Teqemt,2nd,2011,Oromia,Ilu Aba Bora,Darimu,49,52,2,103
Meskerem,1st,2010,Oromia,East Hararge,Kombolicha,0,54,30,84
Tir,5th,2009,Oromia,Jimma,Dedo,4,59,59,122
Hedar,3rd,2010,Oromia,Bale,Sinana,24,18,36,78
Tir,5th,2009,Oromia,West Shewa,Bako Tibe,28,47,14,89
Ginbot,9th,2009,Oromia,East Hararge,Deder,35,3,84,122
Meskerem,1st,2011,Oromia,Arsi,Sude,3,16,28,47
Yekatit,6th,2011,Oromia,Arsi,Tiyo,42,43,28,113
Nehase,12th,2009,Oromia,Finfine Zuria,Sululta Town,80,75,84,239
Ginbot,9th,2010,Oromia,North Shewa,Abichugna,23,15,3,41
Ginbot,9th,2010,Oromia,Guji,Anna Sora,34,39,3,76
Meskerem,1st,2011,Oromia,West Arsi,Dodola  Hospital,43,9,33,85
Sene,10th,2011,Oromia,Ilu Aba Bora,Bure,83,51,97,231
Hedar,3rd,2010,Oromia,East Wellega,Wayu Tuqa,69,72,91,232
Hamle,11th,2010,Oromia,West Shewa,Ejersa Lafo,57,78,34,169
Ginbot,9th,2010,Oromia,Qeleme Wellega,Dale Wabera,54,80,98,232
Megabit,7th,2009,Oromia,Qeleme Wellega,Seyo,2,16,85,103
Ginbot,9th,2011,Oromia,West Guji,Mkelka Soda,31,93,91,215
Yekatit,6th,2009,Oromia,Borena,Dhas,1,95,83,179
Teqemt,2nd,2011,Oromia,Arsi,Limuna Bilbilo,21,73,90,184
Megabit,7th,2009,Oromia,East Hararge,Fedis,50,52,11,113
Ginbot,9th,2011,Oromia,West Shewa,Dano,95,0,74,169
Sene,10th,2010,Oromia,North Shewa,Kuyu Hospital,15,96,10,121
Sene,10th,2011,Oromia,Jimma,Shabe,0,6,9,15
Yekatit,6th,2009,Oromia,West Wellega,Begi,44,39,31,114
Sene,10th,2010,Oromia,West Guji,Dugda Dawa,34,58,73,165
Megabit,7th,2009,Oromia,Horo Gudru Wellega,Jarte Jardga,82,74,67,223
Miyazia,8th,2011,Oromia,Ilu Aba Bora,Darimu,91,27,77,195
Meskerem,1st,2010,Oromia,Borena,Yabelo,52,0,85,137
Sene,10th,2009,Oromia,West Shewa,Ginde Beret,21,63,75,159
Meskerem,1st,2011,Oromia,Guji,Adola Reda,64,54,11,129
Megabit,7th,2009,Oromia,East Hararge,Garemuleta Hospital,82,94,73,249
Meskerem,1st,2011,Oromia,West Arsi,Adaba,43,78,88,209
Hamle,11th,2010,Oromia,East Hararge,Melka Belo,79,3,59,141
Meskerem,1st,2010,Oromia,Guji,Aga Wayyu,63,60,3,126
Tir,5th,2010,Oromia,East Hararge,Kumbi,89,45,41,175
Hedar,3rd,2010,Oromia,West Arsi,Gedeb Asasa,94,77,59,230
Teqemt,2nd,2011,Oromia,East Hararge,Goro Muti,44,36,5,85
Megabit,7th,2010,Oromia,Jimma,Guma,43,73,71,187
Yekatit,6th,2009,Oromia,East Wellega,Guto Gida,80,67,9,156
Hamle,11th,2010,Oromia,Ilu Aba Bora,Bure,28,17,36,81
Hedar,3rd,2011,Oromia,Bale,Gololcha,74,68,28,170
Teqemt,2nd,2010,Oromia,West Shewa,Tibe Kutaye,62,31,38,131
Megabit,7th,2010,Oromia,West Arsi,Dodola Town,51,85,57,193
Miyazia,8th,2011,Oromia,Finfine Zuria,Sandefa,1,83,79,163
Megabit,7th,2010,Oromia,East Hararge,Kombolicha,54,92,56,202
Tahesas,4th,2011,Oromia,Borena,Dhas,12,82,88,182
Nehase,12th,2010,Oromia,Horo Gudru Wellega,Abe Dengoro,37,3,95,135
Tir,5th,2009,Oromia,Horo Gudru Wellega,Jima Rare,77,73,87,237
Sene,10th,2010,Oromia,West Wellega,Homa,81,23,65,169
Yekatit,6th,2011,Oromia,Finfine Zuria,Akaki,34,40,40,114
Megabit,7th,2009,Oromia,West Shewa,Midakegni,71,57,75,203
Ginbot,9th,2011,Oromia,Qeleme Wellega,Gidami Hosp,89,86,62,237
Megabit,7th,2010,Oromia,Guji,Goro Dola,5,69,22,96
Hedar,3rd,2011,Oromia,South West Shewa,Bantu  Hospital,48,32,1,81
Ginbot,9th,2009,Oromia,Guji,Liben,51,79,52,182
Teqemt,2nd,2011,Oromia,West Arsi,Shashemene Rural,96,36,27,159
Tir,5th,2010,Oromia,East Wellega,Diga,51,84,15,150
Megabit,7th,2011,Oromia,West Shewa,Midakegni,54,91,21,166
Teqemt,2nd,2011,Oromia,Arsi,Guna,30,93,64,187
Ginbot,9th,2009,Oromia,Bale,Goro,25,59,41,125
Hedar,3rd,2011,Oromia,West Wellega,Lata Sibu,18,13,79,110
Tir,5th,2010,Oromia,West Wellega,Nejo Rural,93,38,10,141
Sene,10th,2010,Oromia,Buno Bedele,Diga,34,59,28,121
Tahesas,4th,2010,Oromia,West Shewa,Ilu Galan,47,32,95,174
Nehase,12th,2010,Oromia,Borena,Yabelo Rural,26,21,30,77
Miyazia,8th,2009,Oromia,Buno Bedele,Dapho Hana,54,33,25,112
Meskerem,1st,2011,Oromia,Finfine Zuria,Akaki,73,99,95,267
Tir,5th,2011,Oromia,North Shewa,Degem,96,92,79,267
Ginbot,9th,2009,Oromia,South West Shewa,Tole,98,15,30,143
Tir,5th,2011,Oromia,Buno Bedele,Dapho Hana,6,97,5,108
Ginbot,9th,2011,Oromia,Guji,Dima,3,32,68,103
Nehase,12th,2010,Oromia,Buno Bedele,Dapho Hana,78,39,0,117
Miyazia,8th,2011,Oromia,Jimma,Limu Kosa,22,51,38,111
Sene,10th,2010,Oromia,West Wellega,Homa,6,12,97,115
Hamle,11th,2010,Oromia,East Wellega,Leqa Dulecha,78,56,64,198
Tir,5th,2011,Oromia,East Hararge,Kumbi,69,12,67,148
Hamle,11th,2009,Oromia,Qeleme Wellega,Jimma Horo,9,13,29,51
Hedar,3rd,2011,Oromia,West Shewa,Jeldu,85,38,22,145
Ginbot,9th,2011,Oromia,Guji,Dima,6,22,74,102
Sene,10th,2009,Oromia,East Shewa,Lomme,94,62,86,242
Megabit,7th,2010,Oromia,Bale,Berbere,98,5,44,147
Tir,5th,2010,Oromia,West Hararge,Oda Bultum,14,69,57,140
Sene,10th,2009,Oromia,Jimma Spe Town,Jimma Spe Town,19,77,15,111
Meskerem,1st,2010,Oromia,South West Shewa,Ameya,30,6,60,96
Sene,10th,2011,Oromia,Qeleme Wellega,Kake Hosp,82,55,95,232
Hedar,3rd,2011,Oromia,Ilu Aba Bora,Hurumu,77,99,95,271
Ginbot,9th,2011,Oromia,Finfine Zuria,Sululta Town,78,43,75,196
Yekatit,6th,2009,Oromia,West Hararge,Bedesa Town,48,12,72,132
Miyazia,8th,2011,Oromia,West Shewa,Adea Berga,85,43,14,142
Tir,5th,2009,Oromia,West Guji,Abaya,6,33,18,57
Ginbot,9th,2010,Oromia,Guji,Wadara,40,22,53,115
Hedar,3rd,2010,Oromia,East Wellega,Limu,57,41,74,172
Nehase,12th,2009,Oromia,Jimma,Tiro Afeta,39,29,95,163
Tir,5th,2011,Oromia,Buno Bedele,Dapho Hana,19,74,46,139
Yekatit,6th,2010,Oromia,East Hararge,Kersa Eh,26,57,16,99
Ginbot,9th,2010,Oromia,Arsi,Aseko,49,93,46,188
Hamle,11th,2010,Oromia,North Shewa,Wuchale,17,79,53,149
Teqemt,2nd,2011,Oromia,West Wellega,Nejo Hospital,73,98,97,268
Megabit,7th,2010,Oromia,East Hararge,Kumbi,96,10,33,139
Sene,10th,2010,Oromia,Finfine Zuria,Mullo,74,56,88,218
Tir,5th,2010,Oromia,Guji,Dima,26,82,57,165
Nehase,12th,2010,Oromia,West Shewa,Ejersa Lafo,96,75,27,198
Megabit,7th,2011,Oromia,Arsi,Ludehetosa,64,63,63,190
Nehase,12th,2010,Oromia,East Wellega,Sibu Sire,26,36,46,108
Ginbot,9th,2009,Oromia,East Wellega,Gobu Seyo,45,5,41,91
Sene,10th,2009,Oromia,East Hararge,Bedeno,83,97,79,259
Hamle,11th,2010,Oromia,West Hararge,Hawi Gudina,82,33,41,156
Yekatit,6th,2010,Oromia,East Hararge,Meta,32,50,26,108
Nehase,12th,2010,Oromia,Bale,Seweyna,45,40,96,181
Sene,10th,2011,Oromia,Guji,Adola Hospital,43,21,78,142
Miyazia,8th,2011,Oromia,Qeleme Wellega,Gidami,71,34,91,196
Megabit,7th,2010,Oromia,Woliso Town,Woliso Town,78,48,18,144
Ginbot,9th,2011,Oromia,West Hararge,Hawi Gudina,23,65,95,183
Hamle,11th,2010,Oromia,East Hararge,Midega Tole,3,93,8,104
Ginbot,9th,2010,Oromia,Jimma,Setema,52,14,21,87
Hamle,11th,2010,Oromia,Bale,Sinana,64,87,66,217
Megabit,7th,2009,Oromia,West Wellega,Mendi Hospital,59,2,15,76
Miyazia,8th,2011,Oromia,South West Shewa,Dawo,76,80,40,196
